#             1	              2	              3	              4              5	              6	              7	              8	              9	             10
#       Time, s	   Pressure, Pa	     dPdt, Pa/s	         r_f, m	       A_f, m^2	        M_f, kg	       S_c, m/s	           γ_u	   ρ_u, kg/m^3	         T_u, K
1.653000000e-01	1.013250000e+05	0.000000000e+00	8.164679575e-02	8.376993044e-02	4.633804632e-04	6.711784263e-02	1.352034805e+00	1.361512771e+00	3.000000000e+02
1.653500000e-01	1.013250000e+05	0.000000000e+00	8.166960455e-02	8.381674081e-02	4.637784382e-04	6.711124559e-02	1.352034806e+00	1.361512771e+00	3.000000000e+02
1.654000000e-01	1.013250000e+05	0.000000000e+00	8.169086277e-02	8.386038071e-02	4.641693151e-04	6.710577660e-02	1.352034806e+00	1.361512771e+00	3.000000000e+02
1.654500000e-01	1.013250000e+05	0.000000000e+00	8.171291625e-02	8.390566516e-02	4.645658182e-04	6.711825204e-02	1.352034807e+00	1.361512771e+00	3.000000000e+02
1.655000000e-01	1.013250000e+05	0.000000000e+00	8.173504395e-02	8.395111429e-02	4.649647580e-04	6.711476556e-02	1.352034807e+00	1.361512771e+00	3.000000000e+02
1.655500000e-01	1.013250000e+05	0.000000000e+00	8.175686154e-02	8.399593854e-02	4.653565705e-04	6.705815969e-02	1.352034807e+00	1.361512771e+00	3.000000000e+02
1.656000000e-01	1.013250000e+05	0.000000000e+00	8.177901332e-02	8.404146160e-02	4.657531228e-04	6.712411086e-02	1.352034808e+00	1.361512771e+00	3.000000000e+02
1.656500000e-01	1.013250000e+05	0.000000000e+00	8.180174809e-02	8.408819558e-02	4.661528943e-04	6.709733422e-02	1.352034808e+00	1.361512771e+00	3.000000000e+02
1.657000000e-01	1.013250000e+05	0.000000000e+00	8.182335208e-02	8.413261713e-02	4.665454680e-04	6.711601126e-02	1.352034808e+00	1.361512771e+00	3.000000000e+02
1.657500000e-01	1.013250000e+05	0.000000000e+00	8.184523489e-02	8.417762394e-02	4.669420192e-04	6.712693229e-02	1.352034809e+00	1.361512771e+00	3.000000000e+02
1.658000000e-01	1.013250000e+05	0.000000000e+00	8.186737891e-02	8.422318026e-02	4.673427089e-04	6.712173272e-02	1.352034809e+00	1.361512771e+00	3.000000000e+02
1.658500000e-01	1.013250000e+05	0.000000000e+00	8.188926999e-02	8.426822829e-02	4.677362590e-04	6.712003718e-02	1.352034809e+00	1.361512771e+00	3.000000000e+02
1.659000000e-01	1.013250000e+05	0.000000000e+00	8.191132911e-02	8.431363433e-02	4.681330485e-04	6.712923660e-02	1.352034810e+00	1.361512771e+00	3.000000000e+02
1.659500000e-01	1.013250000e+05	0.000000000e+00	8.193405213e-02	8.436041969e-02	4.685346401e-04	6.710724919e-02	1.352034810e+00	1.361512771e+00	3.000000000e+02
1.660000000e-01	1.013250000e+05	0.000000000e+00	8.195566273e-02	8.440492670e-02	4.689290989e-04	6.712072850e-02	1.352034811e+00	1.361512771e+00	3.000000000e+02
1.660500000e-01	1.013250000e+05	0.000000000e+00	8.197754103e-02	8.444999701e-02	4.693262245e-04	6.713372226e-02	1.352034811e+00	1.361512771e+00	3.000000000e+02
1.661000000e-01	1.013250000e+05	0.000000000e+00	8.199987443e-02	8.449601723e-02	4.697286799e-04	6.712807987e-02	1.352034811e+00	1.361512771e+00	3.000000000e+02
1.661500000e-01	1.013250000e+05	0.000000000e+00	8.202182156e-02	8.454125371e-02	4.701239509e-04	6.712958113e-02	1.352034812e+00	1.361512771e+00	3.000000000e+02
1.662000000e-01	1.013250000e+05	0.000000000e+00	8.204367887e-02	8.458631711e-02	4.705214167e-04	6.712878703e-02	1.352034812e+00	1.361512771e+00	3.000000000e+02
1.662500000e-01	1.013250000e+05	0.000000000e+00	8.206592747e-02	8.463219955e-02	4.709246541e-04	6.713560234e-02	1.352034812e+00	1.361512771e+00	3.000000000e+02
1.663000000e-01	1.013250000e+05	0.000000000e+00	8.208848539e-02	8.467873259e-02	4.713205360e-04	6.716126376e-02	1.352034813e+00	1.361512771e+00	3.000000000e+02
1.663500000e-01	1.013250000e+05	0.000000000e+00	8.211003800e-02	8.472320381e-02	4.717182598e-04	6.710780016e-02	1.352034813e+00	1.361512771e+00	3.000000000e+02
1.664000000e-01	1.013250000e+05	0.000000000e+00	8.213210746e-02	8.476875357e-02	4.721221439e-04	6.713499103e-02	1.352034814e+00	1.361512771e+00	3.000000000e+02
1.664500000e-01	1.013250000e+05	0.000000000e+00	8.215392865e-02	8.481380297e-02	4.725188573e-04	6.713264366e-02	1.352034814e+00	1.361512771e+00	3.000000000e+02
1.665000000e-01	1.013250000e+05	0.000000000e+00	8.217582490e-02	8.485901936e-02	4.729171638e-04	6.703507155e-02	1.352034815e+00	1.361512771e+00	3.000000000e+02
1.665500000e-01	1.013250000e+05	0.000000000e+00	8.219807932e-02	8.490498771e-02	4.733218071e-04	6.714173443e-02	1.352034815e+00	1.361512771e+00	3.000000000e+02
1.666000000e-01	1.013250000e+05	0.000000000e+00	8.222056161e-02	8.495143940e-02	4.737192645e-04	6.711781340e-02	1.352034815e+00	1.361512771e+00	3.000000000e+02
1.666500000e-01	1.013250000e+05	0.000000000e+00	8.224224002e-02	8.499624219e-02	4.741182017e-04	6.713266578e-02	1.352034816e+00	1.361512771e+00	3.000000000e+02
1.667000000e-01	1.013250000e+05	0.000000000e+00	8.226424566e-02	8.504173333e-02	4.745235903e-04	6.714189718e-02	1.352034816e+00	1.361512771e+00	3.000000000e+02
1.667500000e-01	1.013250000e+05	0.000000000e+00	8.228633193e-02	8.508740340e-02	4.749217544e-04	6.713858299e-02	1.352034817e+00	1.361512771e+00	3.000000000e+02
1.668000000e-01	1.013250000e+05	0.000000000e+00	8.230814787e-02	8.513252651e-02	4.753213442e-04	6.713666288e-02	1.352034817e+00	1.361512771e+00	3.000000000e+02
1.668500000e-01	1.013250000e+05	0.000000000e+00	8.233033331e-02	8.517842614e-02	4.757273625e-04	6.714680355e-02	1.352034818e+00	1.361512771e+00	3.000000000e+02
1.669000000e-01	1.013250000e+05	0.000000000e+00	8.235279755e-02	8.522491520e-02	4.761261239e-04	6.712314627e-02	1.352034818e+00	1.361512771e+00	3.000000000e+02
1.669500000e-01	1.013250000e+05	0.000000000e+00	8.237445336e-02	8.526974323e-02	4.765261905e-04	6.713931754e-02	1.352034818e+00	1.361512771e+00	3.000000000e+02
1.670000000e-01	1.013250000e+05	0.000000000e+00	8.239646439e-02	8.531531867e-02	4.769326683e-04	6.714847701e-02	1.352034819e+00	1.361512771e+00	3.000000000e+02
1.670500000e-01	1.013250000e+05	0.000000000e+00	8.241853657e-02	8.536103295e-02	4.773319621e-04	6.714486421e-02	1.352034819e+00	1.361512771e+00	3.000000000e+02
1.671000000e-01	1.013250000e+05	0.000000000e+00	8.244046823e-02	8.540646831e-02	4.777329665e-04	6.713879973e-02	1.352034820e+00	1.361512771e+00	3.000000000e+02
1.671500000e-01	1.013250000e+05	0.000000000e+00	8.246247059e-02	8.545206229e-02	4.781401076e-04	6.714860791e-02	1.352034820e+00	1.361512771e+00	3.000000000e+02
1.672000000e-01	1.013250000e+05	0.000000000e+00	8.248491562e-02	8.549858613e-02	4.785399965e-04	6.712917780e-02	1.352034821e+00	1.361512771e+00	3.000000000e+02
1.672500000e-01	1.013250000e+05	0.000000000e+00	8.250658720e-02	8.554351877e-02	4.789418978e-04	6.716241513e-02	1.352034821e+00	1.361512771e+00	3.000000000e+02
1.673000000e-01	1.013250000e+05	0.000000000e+00	8.252857320e-02	8.558911540e-02	4.793496380e-04	6.714628853e-02	1.352034822e+00	1.361512771e+00	3.000000000e+02
1.673500000e-01	1.013250000e+05	0.000000000e+00	8.255065236e-02	8.563491742e-02	4.797501158e-04	6.715109830e-02	1.352034822e+00	1.361512771e+00	3.000000000e+02
1.674000000e-01	1.013250000e+05	0.000000000e+00	8.257284559e-02	8.568096845e-02	4.801529861e-04	6.720799239e-02	1.352034823e+00	1.361512771e+00	3.000000000e+02
1.674500000e-01	1.013250000e+05	0.000000000e+00	8.259462617e-02	8.572617525e-02	4.805612324e-04	6.712283966e-02	1.352034823e+00	1.361512771e+00	3.000000000e+02
1.675000000e-01	1.013250000e+05	0.000000000e+00	8.261609695e-02	8.577075072e-02	4.809621807e-04	6.715966509e-02	1.352034824e+00	1.361512771e+00	3.000000000e+02
1.675500000e-01	1.013250000e+05	0.000000000e+00	8.263863265e-02	8.581754954e-02	4.813659003e-04	6.713715280e-02	1.352034824e+00	1.361512771e+00	3.000000000e+02
1.676000000e-01	1.013250000e+05	0.000000000e+00	8.266045217e-02	8.586287326e-02	4.817743574e-04	6.713929797e-02	1.352034825e+00	1.361512771e+00	2.999999999e+02
1.676500000e-01	1.013250000e+05	0.000000000e+00	8.268218694e-02	8.590803282e-02	4.821756337e-04	6.715768052e-02	1.352034825e+00	1.361512771e+00	2.999999999e+02
1.677000000e-01	1.013250000e+05	0.000000000e+00	8.270426041e-02	8.595390828e-02	4.825804541e-04	6.715544636e-02	1.352034826e+00	1.361512771e+00	2.999999999e+02
1.677500000e-01	1.013250000e+05	0.000000000e+00	8.272615821e-02	8.599943073e-02	4.829895202e-04	6.714942155e-02	1.352034826e+00	1.361512771e+00	2.999999999e+02
1.678000000e-01	1.013250000e+05	0.000000000e+00	8.274806679e-02	8.604498765e-02	4.833912845e-04	6.716524332e-02	1.352034827e+00	1.361512771e+00	2.999999999e+02
1.678500000e-01	1.013250000e+05	0.000000000e+00	8.277040324e-02	8.609144673e-02	4.837972705e-04	6.714405647e-02	1.352034827e+00	1.361512771e+00	2.999999999e+02
1.679000000e-01	1.013250000e+05	0.000000000e+00	8.279222506e-02	8.613684748e-02	4.842067698e-04	6.715134648e-02	1.352034828e+00	1.361512771e+00	2.999999999e+02
1.679500000e-01	1.013250000e+05	0.000000000e+00	8.281400685e-02	8.618217690e-02	4.846089750e-04	6.716399131e-02	1.352034828e+00	1.361512771e+00	2.999999999e+02
1.680000000e-01	1.013250000e+05	0.000000000e+00	8.283609999e-02	8.622816645e-02	4.850162271e-04	6.716168018e-02	1.352034829e+00	1.361512771e+00	2.999999999e+02
1.680500000e-01	1.013250000e+05	0.000000000e+00	8.285824305e-02	8.627427220e-02	4.854261169e-04	6.715823004e-02	1.352034830e+00	1.361512771e+00	2.999999999e+02
1.681000000e-01	1.013250000e+05	0.000000000e+00	8.287993095e-02	8.631944219e-02	4.858286725e-04	6.717017722e-02	1.352034830e+00	1.361512771e+00	2.999999999e+02
1.681500000e-01	1.013250000e+05	0.000000000e+00	8.290248463e-02	8.636642790e-02	4.862371943e-04	6.715007520e-02	1.352034831e+00	1.361512771e+00	2.999999999e+02
1.682000000e-01	1.013250000e+05	0.000000000e+00	8.292427783e-02	8.641184144e-02	4.866470936e-04	6.716578624e-02	1.352034831e+00	1.361512771e+00	2.999999999e+02
1.682500000e-01	1.013250000e+05	0.000000000e+00	8.294603954e-02	8.645720129e-02	4.870497719e-04	6.716949217e-02	1.352034832e+00	1.361512771e+00	2.999999999e+02
1.683000000e-01	1.013250000e+05	0.000000000e+00	8.296814873e-02	8.650329761e-02	4.874595107e-04	6.716766690e-02	1.352034832e+00	1.361512771e+00	2.999999999e+02
1.683500000e-01	1.013250000e+05	0.000000000e+00	8.299020371e-02	8.654929314e-02	4.878699292e-04	6.717068412e-02	1.352034833e+00	1.361512771e+00	2.999999999e+02
1.684000000e-01	1.013250000e+05	0.000000000e+00	8.301187695e-02	8.659450446e-02	4.882730197e-04	6.717327045e-02	1.352034834e+00	1.361512771e+00	2.999999999e+02
1.684500000e-01	1.013250000e+05	0.000000000e+00	8.303444887e-02	8.664160301e-02	4.886842174e-04	6.715562811e-02	1.352034834e+00	1.361512771e+00	2.999999999e+02
1.685000000e-01	1.013250000e+05	0.000000000e+00	8.305622188e-02	8.668704672e-02	4.890949203e-04	6.717885470e-02	1.352034835e+00	1.361512771e+00	2.999999999e+02
1.685500000e-01	1.013250000e+05	0.000000000e+00	8.307790152e-02	8.673230736e-02	4.894982972e-04	6.717289660e-02	1.352034835e+00	1.361512771e+00	2.999999999e+02
1.686000000e-01	1.013250000e+05	0.000000000e+00	8.310011314e-02	8.677869087e-02	4.899110338e-04	6.717354880e-02	1.352034836e+00	1.361512771e+00	2.999999999e+02
1.686500000e-01	1.013250000e+05	0.000000000e+00	8.312236319e-02	8.682516707e-02	4.903220010e-04	6.717623728e-02	1.352034837e+00	1.361512771e+00	2.999999999e+02
1.687000000e-01	1.013250000e+05	0.000000000e+00	8.314383557e-02	8.687003067e-02	4.907256103e-04	6.716968571e-02	1.352034837e+00	1.361512771e+00	2.999999999e+02
1.687500000e-01	1.013250000e+05	0.000000000e+00	8.316644854e-02	8.691728989e-02	4.911398998e-04	6.716090920e-02	1.352034838e+00	1.361512771e+00	2.999999999e+02
1.688000000e-01	1.013250000e+05	0.000000000e+00	8.318816204e-02	8.696268138e-02	4.915508427e-04	6.720708501e-02	1.352034838e+00	1.361512771e+00	2.999999999e+02
1.688500000e-01	1.013250000e+05	0.000000000e+00	8.320982342e-02	8.700797573e-02	4.919543402e-04	6.715861992e-02	1.352034839e+00	1.361512771e+00	2.999999999e+02
1.689000000e-01	1.013250000e+05	0.000000000e+00	8.323201424e-02	8.705438938e-02	4.923700673e-04	6.717969336e-02	1.352034840e+00	1.361512771e+00	2.999999999e+02
1.689500000e-01	1.013250000e+05	0.000000000e+00	8.325415883e-02	8.710071868e-02	4.927812608e-04	6.722282080e-02	1.352034840e+00	1.361512771e+00	2.999999999e+02
1.690000000e-01	1.013250000e+05	0.000000000e+00	8.327582029e-02	8.714604912e-02	4.931851133e-04	6.713757383e-02	1.352034841e+00	1.361512771e+00	2.999999999e+02
1.690500000e-01	1.013250000e+05	0.000000000e+00	8.329825964e-02	8.719301988e-02	4.936026045e-04	6.716645221e-02	1.352034842e+00	1.361512771e+00	2.999999999e+02
1.691000000e-01	1.013250000e+05	0.000000000e+00	8.332033832e-02	8.723924803e-02	4.940139525e-04	6.716493268e-02	1.352034842e+00	1.361512771e+00	2.999999999e+02
1.691500000e-01	1.013250000e+05	0.000000000e+00	8.334159879e-02	8.728377459e-02	4.944183137e-04	6.710696456e-02	1.352034843e+00	1.361512771e+00	2.999999999e+02
1.692000000e-01	1.013250000e+05	0.000000000e+00	8.336388582e-02	8.733046332e-02	4.948372242e-04	6.718463694e-02	1.352034844e+00	1.361512771e+00	2.999999999e+02
1.692500000e-01	1.013250000e+05	0.000000000e+00	8.338592406e-02	8.737664313e-02	4.952486942e-04	6.718260978e-02	1.352034844e+00	1.361512771e+00	2.999999999e+02
1.693000000e-01	1.013250000e+05	0.000000000e+00	8.340778454e-02	8.742246250e-02	4.956549298e-04	6.717626799e-02	1.352034845e+00	1.361512771e+00	2.999999999e+02
1.693500000e-01	1.013250000e+05	0.000000000e+00	8.343016974e-02	8.746939413e-02	4.960738965e-04	6.717160098e-02	1.352034846e+00	1.361512771e+00	2.999999999e+02
1.694000000e-01	1.013250000e+05	0.000000000e+00	8.345219776e-02	8.751558922e-02	4.964853366e-04	6.718113230e-02	1.352034846e+00	1.361512771e+00	2.999999999e+02
1.694500000e-01	1.013250000e+05	0.000000000e+00	8.347355282e-02	8.756038469e-02	4.968930722e-04	6.718274029e-02	1.352034847e+00	1.361512771e+00	2.999999999e+02
1.695000000e-01	1.013250000e+05	0.000000000e+00	8.349576162e-02	8.760698314e-02	4.973118333e-04	6.718996724e-02	1.352034848e+00	1.361512771e+00	2.999999999e+02
1.695500000e-01	1.013250000e+05	0.000000000e+00	8.351774543e-02	8.765312175e-02	4.977232242e-04	6.718836153e-02	1.352034849e+00	1.361512771e+00	2.999999999e+02
1.696000000e-01	1.013250000e+05	0.000000000e+00	8.353985617e-02	8.769953899e-02	4.981332008e-04	6.718220677e-02	1.352034849e+00	1.361512771e+00	2.999999999e+02
1.696500000e-01	1.013250000e+05	0.000000000e+00	8.356221672e-02	8.774649316e-02	4.985520816e-04	6.717656734e-02	1.352034850e+00	1.361512771e+00	2.999999999e+02
1.697000000e-01	1.013250000e+05	0.000000000e+00	8.358373722e-02	8.779169521e-02	4.989635056e-04	6.719656131e-02	1.352034851e+00	1.361512771e+00	2.999999999e+02
1.697500000e-01	1.013250000e+05	0.000000000e+00	8.360561213e-02	8.783765360e-02	4.993755371e-04	6.718940506e-02	1.352034852e+00	1.361512771e+00	2.999999999e+02
1.698000000e-01	1.013250000e+05	0.000000000e+00	8.362780325e-02	8.788428862e-02	4.997943906e-04	6.719520527e-02	1.352034852e+00	1.361512771e+00	2.999999999e+02
1.698500000e-01	1.013250000e+05	0.000000000e+00	8.364973571e-02	8.793039221e-02	5.002057888e-04	6.719398279e-02	1.352034853e+00	1.361512771e+00	2.999999999e+02
1.699000000e-01	1.013250000e+05	0.000000000e+00	8.367170161e-02	8.797657823e-02	5.006199542e-04	6.718844462e-02	1.352034854e+00	1.361512771e+00	2.999999999e+02
1.699500000e-01	1.013250000e+05	0.000000000e+00	8.369424259e-02	8.802398602e-02	5.010387376e-04	6.718144959e-02	1.352034855e+00	1.361512771e+00	2.999999999e+02
1.700000000e-01	1.013250000e+05	0.000000000e+00	8.371595556e-02	8.806966444e-02	5.014500458e-04	6.718407579e-02	1.352034855e+00	1.361512771e+00	2.999999999e+02
1.700500000e-01	1.013250000e+05	0.000000000e+00	8.373742674e-02	8.811484584e-02	5.018659444e-04	6.719608653e-02	1.352034856e+00	1.361512771e+00	2.999999999e+02
1.701000000e-01	1.013250000e+05	0.000000000e+00	8.375951255e-02	8.816133267e-02	5.022843115e-04	6.720095172e-02	1.352034857e+00	1.361512771e+00	2.999999999e+02
1.701500000e-01	1.013250000e+05	0.000000000e+00	8.378139488e-02	8.820740333e-02	5.026953198e-04	6.719992583e-02	1.352034858e+00	1.361512771e+00	2.999999999e+02
1.702000000e-01	1.013250000e+05	0.000000000e+00	8.380315344e-02	8.825322531e-02	5.031137011e-04	6.719505968e-02	1.352034858e+00	1.361512771e+00	2.999999997e+02
1.702500000e-01	1.013250000e+05	0.000000000e+00	8.382563434e-02	8.830058100e-02	5.035320927e-04	6.718661200e-02	1.352034858e+00	1.361512771e+00	2.999999994e+02
1.703000000e-01	1.013250000e+05	0.000000000e+00	8.384732259e-02	8.834627904e-02	5.039430209e-04	6.718984062e-02	1.352034858e+00	1.361512771e+00	2.999999991e+02
1.703500000e-01	1.013250000e+05	0.000000000e+00	8.386886704e-02	8.839168576e-02	5.043637113e-04	6.720156943e-02	1.352034858e+00	1.361512771e+00	2.999999989e+02
1.704000000e-01	1.013250000e+05	0.000000000e+00	8.389095562e-02	8.843825141e-02	5.047819259e-04	6.720595062e-02	1.352034858e+00	1.361512771e+00	2.999999986e+02
1.704500000e-01	1.013250000e+05	0.000000000e+00	8.391282092e-02	8.848435842e-02	5.051926698e-04	6.720540732e-02	1.352034858e+00	1.361512771e+00	2.999999983e+02
1.705000000e-01	1.013250000e+05	0.000000000e+00	8.393491223e-02	8.853095422e-02	5.056157268e-04	6.720104966e-02	1.352034858e+00	1.361512771e+00	2.999999981e+02
1.705500000e-01	1.013250000e+05	0.000000000e+00	8.395732376e-02	8.857823798e-02	5.060337420e-04	6.719184027e-02	1.352034859e+00	1.361512771e+00	2.999999978e+02
1.706000000e-01	1.013250000e+05	0.000000000e+00	8.397898820e-02	8.862395754e-02	5.064442771e-04	6.719536399e-02	1.352034859e+00	1.361512771e+00	2.999999975e+02
1.706500000e-01	1.013250000e+05	0.000000000e+00	8.400059482e-02	8.866956681e-02	5.068693652e-04	6.720897973e-02	1.352034859e+00	1.361512771e+00	2.999999973e+02
1.707000000e-01	1.013250000e+05	0.000000000e+00	8.402260803e-02	8.871604642e-02	5.072867859e-04	6.721052240e-02	1.352034859e+00	1.361512771e+00	2.999999970e+02
1.707500000e-01	1.013250000e+05	0.000000000e+00	8.404449382e-02	8.876226908e-02	5.076997312e-04	6.721138485e-02	1.352034860e+00	1.361512771e+00	2.999999968e+02
1.708000000e-01	1.013250000e+05	0.000000000e+00	8.406654175e-02	8.880884633e-02	5.081246217e-04	6.720745473e-02	1.352034860e+00	1.361512771e+00	2.999999965e+02
1.708500000e-01	1.013250000e+05	0.000000000e+00	8.408888248e-02	8.885605461e-02	5.085419771e-04	6.719761028e-02	1.352034860e+00	1.361512771e+00	2.999999963e+02
1.709000000e-01	1.013250000e+05	0.000000000e+00	8.411062165e-02	8.890200375e-02	5.089575727e-04	6.720068727e-02	1.352034861e+00	1.361512771e+00	2.999999960e+02
1.709500000e-01	1.013250000e+05	0.000000000e+00	8.413221139e-02	8.894764881e-02	5.093821840e-04	6.721413224e-02	1.352034861e+00	1.361512771e+00	2.999999958e+02
1.710000000e-01	1.013250000e+05	0.000000000e+00	8.415415951e-02	8.899406358e-02	5.097992266e-04	6.721572515e-02	1.352034861e+00	1.361512771e+00	2.999999955e+02
1.710500000e-01	1.013250000e+05	0.000000000e+00	8.417612401e-02	8.904052511e-02	5.102174365e-04	6.721668655e-02	1.352034862e+00	1.361512771e+00	2.999999953e+02
1.711000000e-01	1.013250000e+05	0.000000000e+00	8.419821112e-02	8.908725822e-02	5.106417019e-04	6.721272698e-02	1.352034862e+00	1.361512771e+00	2.999999950e+02
1.711500000e-01	1.013250000e+05	0.000000000e+00	8.422047534e-02	8.913437847e-02	5.110584055e-04	6.720330648e-02	1.352034863e+00	1.361512771e+00	2.999999948e+02
1.712000000e-01	1.013250000e+05	0.000000000e+00	8.424205910e-02	8.918007049e-02	5.114793164e-04	6.722774148e-02	1.352034863e+00	1.361512771e+00	2.999999946e+02
1.712500000e-01	1.013250000e+05	0.000000000e+00	8.426383680e-02	8.922618492e-02	5.119028327e-04	6.721864207e-02	1.352034864e+00	1.361512771e+00	2.999999943e+02
1.713000000e-01	1.013250000e+05	0.000000000e+00	8.428565561e-02	8.927239838e-02	5.123187643e-04	6.722088643e-02	1.352034864e+00	1.361512771e+00	2.999999941e+02
1.713500000e-01	1.013250000e+05	0.000000000e+00	8.430769218e-02	8.931908520e-02	5.127421434e-04	6.722180740e-02	1.352034865e+00	1.361512771e+00	2.999999939e+02
1.714000000e-01	1.013250000e+05	0.000000000e+00	8.432964932e-02	8.936561588e-02	5.131654385e-04	6.721782549e-02	1.352034865e+00	1.361512771e+00	2.999999936e+02
1.714500000e-01	1.013250000e+05	0.000000000e+00	8.435187211e-02	8.941272184e-02	5.135811992e-04	6.720975896e-02	1.352034866e+00	1.361512771e+00	2.999999934e+02
1.715000000e-01	1.013250000e+05	0.000000000e+00	8.437398007e-02	8.945959673e-02	5.140074695e-04	6.721583971e-02	1.352034866e+00	1.361512771e+00	2.999999932e+02
1.715500000e-01	1.013250000e+05	0.000000000e+00	8.439524175e-02	8.950468885e-02	5.144303520e-04	6.722245111e-02	1.352034867e+00	1.361512771e+00	2.999999930e+02
1.716000000e-01	1.013250000e+05	0.000000000e+00	8.441709689e-02	8.955105143e-02	5.148456626e-04	6.722643355e-02	1.352034868e+00	1.361512771e+00	2.999999928e+02
1.716500000e-01	1.013250000e+05	0.000000000e+00	8.443922274e-02	8.959800051e-02	5.152747704e-04	6.722678118e-02	1.352034868e+00	1.361512771e+00	2.999999925e+02
1.717000000e-01	1.013250000e+05	0.000000000e+00	8.446116262e-02	8.964456714e-02	5.156971616e-04	6.722243530e-02	1.352034869e+00	1.361512771e+00	2.999999923e+02
1.717500000e-01	1.013250000e+05	0.000000000e+00	8.448339909e-02	8.969177561e-02	5.161145004e-04	6.721616749e-02	1.352034870e+00	1.361512771e+00	2.999999921e+02
1.718000000e-01	1.013250000e+05	0.000000000e+00	8.450555054e-02	8.973881593e-02	5.165440254e-04	6.721354969e-02	1.352034870e+00	1.361512771e+00	2.999999919e+02
1.718500000e-01	1.013250000e+05	0.000000000e+00	8.452672137e-02	8.978378537e-02	5.169655271e-04	6.722561338e-02	1.352034871e+00	1.361512771e+00	2.999999917e+02
1.719000000e-01	1.013250000e+05	0.000000000e+00	8.454864163e-02	8.983035855e-02	5.173854089e-04	6.723184940e-02	1.352034872e+00	1.361512771e+00	2.999999915e+02
1.719500000e-01	1.013250000e+05	0.000000000e+00	8.457074903e-02	8.987734158e-02	5.178141253e-04	6.723167467e-02	1.352034872e+00	1.361512771e+00	2.999999913e+02
1.720000000e-01	1.013250000e+05	0.000000000e+00	8.459253790e-02	8.992365967e-02	5.182352678e-04	6.722687212e-02	1.352034873e+00	1.361512771e+00	2.999999911e+02
1.720500000e-01	1.013250000e+05	0.000000000e+00	8.461486670e-02	8.997113791e-02	5.186584635e-04	6.722222303e-02	1.352034821e+00	1.361512771e+00	2.999999951e+02
1.721000000e-01	1.013250000e+05	0.000000000e+00	8.463698940e-02	9.001819027e-02	5.190867055e-04	6.722743364e-02	1.352034822e+00	1.361512771e+00	2.999999951e+02
1.721500000e-01	1.013250000e+05	0.000000000e+00	8.465807908e-02	9.006305697e-02	5.195073013e-04	6.722864546e-02	1.352034824e+00	1.361512771e+00	2.999999950e+02
1.722000000e-01	1.013250000e+05	0.000000000e+00	8.468010213e-02	9.010992127e-02	5.199336035e-04	6.723738591e-02	1.352034825e+00	1.361512771e+00	2.999999950e+02
1.722500000e-01	1.013250000e+05	0.000000000e+00	8.470215706e-02	9.015686564e-02	5.203612063e-04	6.723646497e-02	1.352034826e+00	1.361512771e+00	2.999999950e+02
1.723000000e-01	1.013250000e+05	0.000000000e+00	8.472394719e-02	9.020325838e-02	5.207811720e-04	6.723098515e-02	1.352034827e+00	1.361512771e+00	2.999999950e+02
1.723500000e-01	1.013250000e+05	0.000000000e+00	8.474637304e-02	9.025101708e-02	5.212106441e-04	6.722836318e-02	1.352034828e+00	1.361512771e+00	2.999999949e+02
1.724000000e-01	1.013250000e+05	0.000000000e+00	8.476796417e-02	9.029701008e-02	5.216376028e-04	6.724681228e-02	1.352034830e+00	1.361512771e+00	2.999999949e+02
1.724500000e-01	1.013250000e+05	0.000000000e+00	8.478945193e-02	9.034279451e-02	5.220564853e-04	6.723187985e-02	1.352034831e+00	1.361512771e+00	2.999999949e+02
1.725000000e-01	1.013250000e+05	0.000000000e+00	8.481151137e-02	9.038980909e-02	5.224887016e-04	6.724289877e-02	1.352034832e+00	1.361512771e+00	2.999999948e+02
1.725500000e-01	1.013250000e+05	0.000000000e+00	8.483326611e-02	9.043618626e-02	5.229147163e-04	6.724128793e-02	1.352034833e+00	1.361512771e+00	2.999999948e+02
1.726000000e-01	1.013250000e+05	0.000000000e+00	8.485500294e-02	9.048253713e-02	5.233358067e-04	6.723544344e-02	1.352034834e+00	1.361512771e+00	2.999999948e+02
1.726500000e-01	1.013250000e+05	0.000000000e+00	8.487748718e-02	9.053049425e-02	5.237689012e-04	6.723424178e-02	1.352034835e+00	1.361512771e+00	2.999999947e+02
1.727000000e-01	1.013250000e+05	0.000000000e+00	8.489898304e-02	9.057635512e-02	5.241942997e-04	6.724648149e-02	1.352034836e+00	1.361512771e+00	2.999999947e+02
1.727500000e-01	1.013250000e+05	0.000000000e+00	8.492055777e-02	9.062239592e-02	5.246187792e-04	6.723533524e-02	1.352034838e+00	1.361512771e+00	2.999999947e+02
1.728000000e-01	1.013250000e+05	0.000000000e+00	8.494267137e-02	9.066959881e-02	5.250511126e-04	6.724833788e-02	1.352034839e+00	1.361512771e+00	2.999999946e+02
1.728500000e-01	1.013250000e+05	0.000000000e+00	8.496453470e-02	9.071627957e-02	5.254757332e-04	6.724582723e-02	1.352034840e+00	1.361512771e+00	2.999999946e+02
1.729000000e-01	1.013250000e+05	0.000000000e+00	8.498684114e-02	9.076391881e-02	5.259036069e-04	6.722077862e-02	1.352034841e+00	1.361512771e+00	2.999999945e+02
1.729500000e-01	1.013250000e+05	0.000000000e+00	8.500867365e-02	9.081055801e-02	5.263351497e-04	6.723926737e-02	1.352034842e+00	1.361512771e+00	2.999999945e+02
